DB 0 MOTIF	1	MEME
  -7.5	0	0
  -6.5	1	0
  -5.5	1	0
  -4.5	0	0
  -3.5	1	0
  -2.5	1	0
  -1.5	1	1
  -0.5	1	0
   0.5	1	0
   1.5	1	1
   2.5	0	0
   3.5	0	0
   4.5	1	0
   5.5	2	1
   6.5	2	1
   7.5	1	0
   8.5	1	0
   9.5	1	1
  10.5	0	0
  11.5	3	1
  12.5	2	0
  13.5	0	2
  14.5	0	0
  15.5	0	0
  16.5	0	0
  17.5	1	0
  18.5	0	0
  19.5	0	0
  20.5	2	1
  21.5	0	4
  22.5	0	0
  23.5	0	0
  24.5	0	1
  25.5	0	0
  26.5	1	0
  27.5	0	0
  28.5	0	1
  29.5	0	1
  30.5	0	1
  31.5	1	0
  32.5	0	0
  33.5	0	0
  34.5	0	0
  35.5	0	0
  36.5	0	1
  37.5	0	1
  38.5	0	0
  39.5	1	1
  40.5	0	2
  41.5	0	1
  42.5	0	0
  43.5	0	1
  44.5	0	0
  45.5	0	1
  46.5	0	1
  47.5	0	0
  48.5	0	2
  49.5	0	1
  50.5	0	0
  51.5	0	0
  52.5	0	1
  53.5	0	1
  54.5	0	0
  55.5	0	1
  56.5	0	0
  57.5	0	0
  58.5	0	0
  59.5	0	0
  60.5	0	1
  61.5	0	1
  62.5	1	0
  63.5	0	2
  64.5	1	1
  65.5	0	1
  66.5	0	1
  67.5	0	0
  68.5	0	0
  69.5	0	1
  70.5	0	0
  71.5	0	1
  72.5	0	0
  73.5	0	1
  74.5	0	3
  75.5	0	1
  76.5	0	1
  77.5	0	0
  78.5	0	1
  79.5	0	2
  80.5	0	0
  81.5	0	1
  82.5	0	0
  83.5	0	0
  84.5	0	0
  85.5	0	0
  86.5	0	0
  87.5	0	0
  88.5	0	1
  89.5	0	0
  90.5	0	0
  91.5	0	0
  92.5	0	0
  93.5	0	0
  94.5	0	0
  95.5	0	1
  96.5	0	0
  97.5	0	0
  98.5	0	1
  99.5	0	0
 100.5	0	0
 101.5	0	0
 102.5	0	0
 103.5	0	0
 104.5	0	3
 105.5	0	0
 106.5	0	0
 107.5	0	0
 108.5	0	3
 109.5	0	0
 110.5	0	0
 111.5	0	0
 112.5	0	0
 113.5	0	2
 114.5	0	0
 115.5	0	0
 116.5	0	0
 117.5	0	0
 118.5	0	0
 119.5	0	0
 120.5	0	0
 121.5	0	1
 122.5	0	2
 123.5	0	0
 124.5	0	1
 125.5	0	1
 126.5	0	0
 127.5	0	1
 128.5	0	0
 129.5	0	0
 130.5	0	0
 131.5	0	0
 132.5	0	1
 133.5	0	0
 134.5	0	0
 135.5	0	1
 136.5	0	0
 137.5	0	0
 138.5	0	1
 139.5	0	0
 140.5	0	1
 141.5	0	1
 142.5	0	0
 143.5	0	1
 144.5	0	1
 145.5	0	1
 146.5	0	0
 147.5	0	0
 148.5	0	1
 149.5	0	2
 150.5	0	1
 151.5	0	0
 152.5	0	1
 153.5	0	0
 154.5	0	1
 155.5	0	1
 156.5	0	0
 157.5	0	1
 158.5	0	0
 159.5	0	0
 160.5	0	0
 161.5	0	0
 162.5	0	0
 163.5	0	0
 164.5	0	0
 165.5	0	0
 166.5	0	0
 167.5	0	1
 168.5	0	0
 169.5	0	2
 170.5	0	0
 171.5	0	0
 172.5	0	0
 173.5	0	0
 174.5	0	0
 175.5	0	0
 176.5	0	2
 177.5	0	0
 178.5	0	1
 179.5	0	1
 180.5	0	0
 181.5	0	0
 182.5	0	1
 183.5	0	0
 184.5	0	0
 185.5	0	1
 186.5	0	0
 187.5	0	0
 188.5	0	1
 189.5	0	1
 190.5	0	0
 191.5	0	0
 192.5	0	0
 193.5	0	0
 194.5	0	1
 195.5	0	0
 196.5	0	0
 197.5	0	0
 198.5	0	0
 199.5	0	1
 200.5	0	1
 201.5	0	0
 202.5	0	0
 203.5	0	0
 204.5	0	1
 205.5	0	1
 206.5	0	0
 207.5	0	1
 208.5	0	0
 209.5	0	2
 210.5	0	0
 211.5	0	0
 212.5	0	0
 213.5	0	0
 214.5	0	0
 215.5	0	0
 216.5	0	0
 217.5	0	0
 218.5	0	0
 219.5	0	0
 220.5	0	1
 221.5	0	0
 222.5	0	0
 223.5	0	0
 224.5	0	1
 225.5	0	0
 226.5	0	0
 227.5	0	1
 228.5	0	0
 229.5	0	0
 230.5	0	2
 231.5	0	0
 232.5	0	1
 233.5	0	0
 234.5	0	1
 235.5	0	0
 236.5	0	0
 237.5	0	0
 238.5	0	0
 239.5	0	0
 240.5	0	0
 241.5	0	0
 242.5	0	0
DB 0 MOTIF	2	MEME
-240.5	0	1
-239.5	0	0
-238.5	0	2
-237.5	0	3
-236.5	0	3
-235.5	0	1.5
-234.5	0	0
-233.5	0	0
-232.5	0	0
-231.5	0	1
-230.5	0	0
-229.5	0	0
-228.5	0	0
-227.5	0	0
-226.5	0	1
-225.5	0	1
-224.5	0	2
-223.5	0	0
-222.5	0	1
-221.5	0	0
-220.5	0	1
-219.5	0	0
-218.5	0	0
-217.5	0	1
-216.5	0	0
-215.5	0	1
-214.5	0	1
-213.5	0	2
-212.5	0	0
-211.5	0	2
-210.5	0	0
-209.5	0	1
-208.5	0	1
-207.5	0	0
-206.5	0	1
-205.5	0	2
-204.5	0	0
-203.5	0	0
-202.5	0	1
-201.5	0	2
-200.5	0	1
-199.5	0	2
-198.5	0	0
-197.5	0	0
-196.5	0	0.5
-195.5	0	1
-194.5	0	0
-193.5	0	0
-192.5	0	0
-191.5	0	0
-190.5	0	1
-189.5	0	0
-188.5	0	1
-187.5	0	0
-186.5	0	1
-185.5	0	3
-184.5	0	1
-183.5	0	2
-182.5	0	0
-181.5	0	1
-180.5	0	0
-179.5	0	1
-178.5	0	2
-177.5	0	2
-176.5	0	1
-175.5	0	2
-174.5	0	1
-173.5	0	0
-172.5	0	1
-171.5	0	0
-170.5	0	0
-169.5	0	3
-168.5	0	0
-167.5	0	0
-166.5	0	1
-165.5	0	0
-164.5	0	1
-163.5	0	0
-162.5	0	0
-161.5	0	1
-160.5	0	1
-159.5	0	1
-158.5	0	0
-157.5	0	2
-156.5	0	0
-155.5	0	0
-154.5	0	0
-153.5	0	1
-152.5	0	0
-151.5	0	2
-150.5	0	0
-149.5	0	0
-148.5	0	3
-147.5	0	0
-146.5	0	1
-145.5	0	0
-144.5	0	2
-143.5	0	0
-142.5	0	0
-141.5	0	0
-140.5	0	1
-139.5	0	0
-138.5	0	2
-137.5	1	0
-136.5	0	0
-135.5	0	1
-134.5	0	1
-133.5	0	1
-132.5	0	0
-131.5	0	1
-130.5	0	2
-129.5	0	1
-128.5	0	0
-127.5	0	1
-126.5	0	0
-125.5	0	0
-124.5	0	0
-123.5	0	1
-122.5	0	1
-121.5	0	0
-120.5	0	2
-119.5	0	1
-118.5	0	2
-117.5	0	0
-116.5	0	1
-115.5	0	2
-114.5	0	0
-113.5	0	0
-112.5	0	3
-111.5	0	0
-110.5	1	3
-109.5	0	1
-108.5	0	1
-107.5	0	1
-106.5	0	2
-105.5	0	1
-104.5	0	1
-103.5	0	0
-102.5	0	0
-101.5	0	1
-100.5	0	2
 -99.5	0	0
 -98.5	0	0
 -97.5	0	0
 -96.5	0	0
 -95.5	0	2
 -94.5	0	0
 -93.5	0	1
 -92.5	0	0
 -91.5	0	0
 -90.5	0	0
 -89.5	0	2
 -88.5	0	0
 -87.5	0	0
 -86.5	0	1
 -85.5	0	1
 -84.5	0	1
 -83.5	0	0
 -82.5	0	1
 -81.5	0	1
 -80.5	0	2
 -79.5	0	0
 -78.5	0	0
 -77.5	0	1
 -76.5	1	0
 -75.5	0	0
 -74.5	0	0
 -73.5	0	0
 -72.5	0	4
 -71.5	0	1
 -70.5	0	1
 -69.5	0	0
 -68.5	0	0
 -67.5	0	0
 -66.5	0	0
 -65.5	0	4
 -64.5	0	2
 -63.5	0	0
 -62.5	0	1
 -61.5	0	3
 -60.5	0	1
 -59.5	0	0
 -58.5	0	0
 -57.5	0	0
 -56.5	0	1
 -55.5	0	0
 -54.5	0	0
 -53.5	0	1
 -52.5	0	1
 -51.5	0	1
 -50.5	0	0
 -49.5	0	1
 -48.5	0	3
 -47.5	0	1
 -46.5	0	1
 -45.5	0	0
 -44.5	0	2
 -43.5	0	1
 -42.5	0	2
 -41.5	0	2
 -40.5	0	0
 -39.5	0	0
 -38.5	0	1
 -37.5	0	1
 -36.5	0	1
 -35.5	0	0
 -34.5	0	0
 -33.5	0	0
 -32.5	0	0
 -31.5	0	0
 -30.5	0	0
 -29.5	0	0
 -28.5	0	3
 -27.5	0	1
 -26.5	1	0
 -25.5	0	0
 -24.5	0	0
 -23.5	0	1
 -22.5	0	2
 -21.5	0	1
 -20.5	1	0
 -19.5	0	0
 -18.5	0	0
 -17.5	0	1
 -16.5	0	0
 -15.5	1	0
 -14.5	0	1
 -13.5	0	1
 -12.5	0	0
 -11.5	0	2
 -10.5	0	0
  -9.5	0	1
  -8.5	0	0
  -7.5	0	1
  -6.5	0	1
  -5.5	0	0
  -4.5	0	0
  -3.5	0	2
  -2.5	1	0
  -1.5	0	2
  -0.5	0	0
   0.5	0	0
   1.5	1	0
   2.5	0	0
   3.5	0	0
   4.5	0	0
   5.5	0	2
   6.5	0	0
   7.5	0	3
   8.5	0	0
   9.5	0	0
  10.5	0	0
  11.5	0	0
  12.5	0	1
  13.5	0	2
  14.5	0	3
  15.5	0	0
  16.5	0	0
  17.5	0	1
  18.5	1	1
  19.5	0	0
  20.5	0	1
  21.5	1	1
  22.5	0	1
  23.5	0	0
  24.5	0	1
  25.5	0	1
  26.5	3	2
  27.5	0	0
  28.5	1	2
  29.5	1	1
  30.5	1	1
  31.5	2	1
  32.5	2	0
  33.5	0	2
  34.5	2	1
  35.5	0	0
  36.5	0	0
  37.5	1	1
  38.5	2	1
  39.5	0	1
  40.5	1	0
  41.5	0	0
  42.5	0	0
  43.5	0	1
  44.5	0	2
  45.5	1	1
  46.5	0	1
  47.5	0	2
  48.5	0	0
  49.5	0	1
  50.5	0	1
  51.5	0	0
  52.5	0	0
  53.5	0	1
  54.5	0	1
  55.5	0	2
  56.5	0	0
  57.5	0	1
  58.5	0	0
  59.5	0	0
  60.5	0	0
  61.5	0	0
  62.5	0	0
  63.5	0	0
  64.5	0	0
  65.5	0	1
  66.5	0	2
  67.5	0	1
  68.5	0	0
  69.5	0	0
  70.5	0	0
  71.5	0	0
  72.5	0	0
  73.5	0	0
  74.5	0	0
  75.5	0	0
  76.5	0	0
  77.5	0	0
  78.5	0	0
  79.5	0	2
  80.5	0	0
  81.5	0	0
  82.5	0	0
  83.5	0	1
  84.5	1	1
  85.5	0	0
  86.5	0	1
  87.5	0	1
  88.5	0	0
  89.5	0	2
  90.5	0	2
  91.5	0	0
  92.5	0	0
  93.5	0	1
  94.5	1	2
  95.5	0	0
  96.5	0	1
  97.5	0	1
  98.5	0	0
  99.5	0	1
 100.5	0	3
 101.5	0	1
 102.5	0	0
 103.5	0	2
 104.5	0	0
 105.5	0	1
 106.5	0	0
 107.5	0	1
 108.5	0	1
 109.5	0	1
 110.5	0	1
 111.5	0	0
 112.5	0	0
 113.5	0	1
 114.5	0	1
 115.5	0	0
 116.5	0	0
 117.5	0	2
 118.5	0	1
 119.5	0	0
 120.5	0	1
 121.5	0	0
 122.5	0	1
 123.5	0	1
 124.5	0	1
 125.5	0	4
 126.5	0	0
 127.5	0	0
 128.5	0	0
 129.5	0	0
 130.5	0	0
 131.5	0	1
 132.5	0	1
 133.5	0	2
 134.5	0	1
 135.5	0	0
 136.5	0	2
 137.5	0	1
 138.5	0	2
 139.5	0	0
 140.5	0	1
 141.5	0	1
 142.5	0	0
 143.5	0	1
 144.5	0	0
 145.5	0	1
 146.5	0	0
 147.5	0	0
 148.5	0	1
 149.5	0	0
 150.5	0	1
 151.5	0	0
 152.5	0	0
 153.5	0	0
 154.5	0	1
 155.5	0	0
 156.5	0	0
 157.5	0	0
 158.5	0	0
 159.5	0	0
 160.5	0	1
 161.5	0	0
 162.5	0	0
 163.5	0	1
 164.5	0	1
 165.5	0	1
 166.5	0	1
 167.5	0	1
 168.5	0	1
 169.5	0	2
 170.5	0	1
 171.5	0	1
 172.5	0	0
 173.5	0	0
 174.5	0	0
 175.5	0	0
 176.5	0	0
 177.5	0	1
 178.5	0	1
 179.5	0	0
 180.5	0	0
 181.5	0	1
 182.5	0	2
 183.5	0	0
 184.5	0	0
 185.5	0	0
 186.5	0	1
 187.5	0	3
 188.5	0	1
 189.5	0	1
 190.5	0	2
 191.5	0	1
 192.5	0	0
 193.5	0	0
 194.5	0	0
 195.5	0	0
 196.5	0	0
 197.5	1	1
 198.5	0	0
 199.5	0	0
 200.5	0	1
 201.5	0	0
 202.5	0	0
 203.5	0	0
 204.5	0	1
 205.5	0	1
 206.5	0	0
 207.5	0	1
 208.5	0	2
 209.5	0	0
 210.5	0	1
 211.5	0	1
 212.5	0	0
 213.5	0	2
 214.5	0	1
 215.5	0	0
 216.5	0	1
 217.5	0	1
 218.5	0	0
 219.5	0	0
 220.5	0	1
 221.5	0	1
 222.5	0	0
 223.5	0	1
 224.5	0	3
 225.5	0	0
 226.5	0	0
 227.5	0	1
 228.5	0	1
 229.5	0	0
 230.5	0	2
 231.5	0	0
 232.5	0	0
 233.5	0	0
 234.5	0	0
 235.5	0	1
 236.5	0	0
 237.5	1	1
 238.5	0	1
 239.5	0	0
 240.5	0	0
DB 0 MOTIF	3	MEME
-245.5	0	0
-244.5	0	2
-243.5	0	0
-242.5	0	0
-241.5	0	0
-240.5	0	0
-239.5	0	0
-238.5	0	0
-237.5	1	0
-236.5	0	0
-235.5	0	0
-234.5	0	0
-233.5	0	0
-232.5	0	0
-231.5	0	0
-230.5	0	0
-229.5	0	0
-228.5	0	0
-227.5	0	0
-226.5	0	0
-225.5	0	2
-224.5	0	0
-223.5	0	2
-222.5	0	1
-221.5	0	0
-220.5	0	0
-219.5	0	0
-218.5	0	0
-217.5	0	1
-216.5	0	0
-215.5	0	0.5
-214.5	0	0
-213.5	0	0
-212.5	1	0
-211.5	0	0
-210.5	0	0
-209.5	0	0
-208.5	0	0
-207.5	0	0
-206.5	0	0
-205.5	0	2
-204.5	0	0
-203.5	0	0
-202.5	0	0
-201.5	0	0
-200.5	0	1
-199.5	0	0
-198.5	0	1
-197.5	0	1
-196.5	0	0
-195.5	0	1
-194.5	0	0
-193.5	0	0
-192.5	0	0
-191.5	0	1
-190.5	0	0
-189.5	0	0
-188.5	0	0
-187.5	0	0
-186.5	0	1
-185.5	0	1
-184.5	0	0
-183.5	0	0
-182.5	0	0
-181.5	0	1
-180.5	0	0
-179.5	0	0
-178.5	0	0
-177.5	0	0
-176.5	0	0
-175.5	0	0
-174.5	0	0
-173.5	0	0
-172.5	0	0
-171.5	0	0
-170.5	0	0
-169.5	0	1
-168.5	0	0
-167.5	0	1
-166.5	0	0
-165.5	0	0
-164.5	0	0
-163.5	0	0
-162.5	0	0
-161.5	0	0
-160.5	0	0
-159.5	0	0
-158.5	0	1
-157.5	0	0
-156.5	0	0
-155.5	0	0
-154.5	0	0
-153.5	0	0
-152.5	1	1
-151.5	0	0
-150.5	0	0
-149.5	0	0
-148.5	0	0
-147.5	0	0
-146.5	0	0
-145.5	0	1
-144.5	0	1.5
-143.5	0	0
-142.5	0	0
-141.5	0	1
-140.5	0	0
-139.5	0	1
-138.5	0	0
-137.5	0	0
-136.5	0	0
-135.5	0	0.333333
-134.5	0	0
-133.5	0	0
-132.5	0.5	1
-131.5	0.5	0
-130.5	0	0
-129.5	0	0
-128.5	0	0
-127.5	0	0
-126.5	0	0
-125.5	0	1
-124.5	0	0
-123.5	0	0
-122.5	0	0
-121.5	0	0
-120.5	0	0
-119.5	0	0
-118.5	0	0
-117.5	0	0
-116.5	0	0
-115.5	0	0
-114.5	0	0.5
-113.5	0	0
-112.5	0	0
-111.5	0	1
-110.5	0	0
-109.5	0	2
-108.5	0	0.5
-107.5	0	1
-106.5	0	0
-105.5	0	0.5
-104.5	0	0
-103.5	0	0
-102.5	0	0
-101.5	0	0
-100.5	0	1
 -99.5	0	0
 -98.5	0	0
 -97.5	0	0
 -96.5	0	1
 -95.5	0	1
 -94.5	0	0
 -93.5	0	0
 -92.5	0	0
 -91.5	0	0
 -90.5	0	0
 -89.5	0	1
 -88.5	0	2
 -87.5	0	0
 -86.5	0	0
 -85.5	0	0
 -84.5	0	0
 -83.5	0	0
 -82.5	0	0
 -81.5	0.5	0
 -80.5	0	1
 -79.5	0	0
 -78.5	0	0
 -77.5	0	0
 -76.5	0	0
 -75.5	0	1
 -74.5	0	1
 -73.5	0	0
 -72.5	0	0
 -71.5	0	0
 -70.5	0	2
 -69.5	0	0
 -68.5	0	1
 -67.5	0	0
 -66.5	0	0
 -65.5	0	0
 -64.5	0	0
 -63.5	0	1
 -62.5	0	0
 -61.5	0	0
 -60.5	0	1
 -59.5	0	0
 -58.5	0	0
 -57.5	0	0
 -56.5	0	1
 -55.5	0	0
 -54.5	0	0
 -53.5	0	0
 -52.5	0	0
 -51.5	0	0
 -50.5	0	0
 -49.5	0	0
 -48.5	0	0
 -47.5	0	0
 -46.5	0	1
 -45.5	0	0
 -44.5	0	0
 -43.5	0	0
 -42.5	0	0
 -41.5	0	0
 -40.5	0	0
 -39.5	0	0
 -38.5	0	0
 -37.5	0	0
 -36.5	0	0
 -35.5	0	0
 -34.5	0	0
 -33.5	0	0
 -32.5	0	0
 -31.5	0	0
 -30.5	0	0
 -29.5	0	1
 -28.5	0	0
 -27.5	0	0
 -26.5	0	0
 -25.5	0	0.5
 -24.5	0	2
 -23.5	0	0
 -22.5	1	0
 -21.5	1	0
 -20.5	0	0
 -19.5	0	0
 -18.5	0	0
 -17.5	0	1
 -16.5	0	1
 -15.5	0	0
 -14.5	1	0
 -13.5	0	0
 -12.5	0	1
 -11.5	0	1
 -10.5	1	0
  -9.5	0	0
  -8.5	0	0
  -7.5	0	0
  -6.5	0	0
  -5.5	0.5	0
  -4.5	0	0
  -3.5	0	0
  -2.5	0	0
  -1.5	0	0
  -0.5	0	1
   0.5	0	0
   1.5	0	0
   2.5	0	1
   3.5	0	1
   4.5	2	0
   5.5	1	0
   6.5	0	0
   7.5	0	0
   8.5	0.5	1
   9.5	0	0
  10.5	2	1
  11.5	0	1
  12.5	2	0
  13.5	0	0
  14.5	0	0
  15.5	0	0
  16.5	0	0
  17.5	0	0
  18.5	1	1
  19.5	0	0
  20.5	0	0
  21.5	0	0
  22.5	0	0
  23.5	0	1
  24.5	0	0
  25.5	0	0
  26.5	0	0
  27.5	1	0
  28.5	0	0
  29.5	0	0.25
  30.5	0	0
  31.5	0	1
  32.5	0	0
  33.5	0	0
  34.5	0	0
  35.5	0	0
  36.5	0	1
  37.5	0	0
  38.5	0	0
  39.5	0	0
  40.5	0	1
  41.5	0	0
  42.5	0	0
  43.5	0	0
  44.5	0	0
  45.5	0	2
  46.5	0	0
  47.5	0	0
  48.5	0	0
  49.5	0	0
  50.5	0	1
  51.5	1	0
  52.5	0	0.333333
  53.5	0	0
  54.5	0	0
  55.5	0	0
  56.5	0	0
  57.5	0	0
  58.5	0.5	1
  59.5	0	0.5
  60.5	0	0
  61.5	1	0.333333
  62.5	1	0.333333
  63.5	0	0
  64.5	0	0.5
  65.5	1	1
  66.5	0	0
  67.5	0	0
  68.5	0	0
  69.5	0	0
  70.5	0	0
  71.5	0	1
  72.5	0	0
  73.5	0	0
  74.5	0	0
  75.5	0	0
  76.5	1	0
  77.5	0	0
  78.5	0	0
  79.5	0	0
  80.5	0	0
  81.5	0	0
  82.5	0	0
  83.5	0	1
  84.5	0	0
  85.5	0	1
  86.5	0	0
  87.5	0	0
  88.5	0	1
  89.5	0	0
  90.5	0	0
  91.5	0	0
  92.5	0	0
  93.5	0	0
  94.5	0	0
  95.5	0	0
  96.5	0	0
  97.5	0	0
  98.5	0	0
  99.5	0	0
 100.5	0	0
 101.5	0	0
 102.5	0	0
 103.5	0	1.5
 104.5	0	0.5
 105.5	0	1
 106.5	0	0
 107.5	0	0
 108.5	0	0
 109.5	0	0
 110.5	0	1
 111.5	0	0
 112.5	0	1
 113.5	0	0
 114.5	0	0
 115.5	0	3.25
 116.5	0	0
 117.5	0	0
 118.5	0	0
 119.5	0	0
 120.5	0	0
 121.5	0	0
 122.5	0	0
 123.5	0	1
 124.5	0	0
 125.5	0	0
 126.5	0	0
 127.5	0	0
 128.5	0	0
 129.5	0	0
 130.5	0	0
 131.5	0	0
 132.5	0	0
 133.5	0	0
 134.5	0	0
 135.5	0	0
 136.5	0	0
 137.5	0	1
 138.5	0	0
 139.5	0	0
 140.5	0	1
 141.5	0	0
 142.5	0	0
 143.5	0	0
 144.5	0	0
 145.5	0	0
 146.5	0	0
 147.5	0	0
 148.5	0	0
 149.5	0	1
 150.5	0	0
 151.5	0	0
 152.5	0	1
 153.5	0	0
 154.5	0	0
 155.5	0	1
 156.5	0	0
 157.5	0	0.5
 158.5	0	0
 159.5	0	0
 160.5	0	1
 161.5	0	1
 162.5	0	0
 163.5	0	0
 164.5	0	0
 165.5	0	0
 166.5	0	0
 167.5	0	2
 168.5	0	0
 169.5	0	0
 170.5	0	1
 171.5	0	0
 172.5	0	0
 173.5	0	0
 174.5	0	1
 175.5	0	0
 176.5	0	0
 177.5	0	0
 178.5	0	0
 179.5	0	0
 180.5	0	0
 181.5	0	1
 182.5	0	0
 183.5	0	1
 184.5	0	0
 185.5	0	0
 186.5	0	1
 187.5	0	0
 188.5	0	0
 189.5	0	0
 190.5	0	0
 191.5	0	0
 192.5	0	1
 193.5	0	0.5
 194.5	0	0
 195.5	0	1
 196.5	0	0
 197.5	0	0
 198.5	0	0
 199.5	0	0
 200.5	0	0
 201.5	0	0
 202.5	0	0.25
 203.5	0	0
 204.5	0	0
 205.5	0	0
 206.5	0	1
 207.5	0	0
 208.5	0	1
 209.5	0	0
 210.5	0	0
 211.5	0	0
 212.5	0	0
 213.5	0	0
 214.5	0	0.583333
 215.5	0	0
 216.5	0	0
 217.5	0	0
 218.5	0	0
 219.5	0	1
 220.5	0	0
 221.5	0	0
 222.5	0	0
 223.5	0	0
 224.5	0	0
 225.5	0	0
 226.5	0	0
 227.5	0	0
 228.5	0	1
 229.5	0	0
 230.5	0	0
 231.5	0	0
 232.5	0	0.333333
 233.5	0	0
 234.5	0	1
 235.5	0	1
 236.5	0	0
 237.5	0	0
 238.5	0	0
 239.5	0	0
 240.5	0	0
 241.5	0	0
 242.5	0	0
 243.5	0	1
 244.5	0	0
 245.5	0	0
DB 1 MOTIF	AWWA	DREME
-248.0	0	0
-247.0	0	0
-246.0	0	1
-245.0	0	0.5
-244.0	1	0.5
-243.0	0	0
-242.0	0	0
-241.0	0	0
-240.0	0	0
-239.0	0	0
-238.0	0	0
-237.0	0	1
-236.0	0	0
-235.0	0	1
-234.0	0	0
-233.0	0	0
-232.0	0	0
-231.0	0	0.5
-230.0	0	0.5
-229.0	0	0
-228.0	0	0
-227.0	0	1
-226.0	0	0
-225.0	0	0
-224.0	0	1
-223.0	0	0
-222.0	0	1
-221.0	0	0
-220.0	0	0
-219.0	0	1
-218.0	0	0
-217.0	0	0
-216.0	0	0
-215.0	0	0
-214.0	0	1
-213.0	0	1
-212.0	0	0
-211.0	0	0
-210.0	0	0
-209.0	0	1
-208.0	0	0
-207.0	0	0
-206.0	0	0
-205.0	0	0
