DB 0 MOTIF	1	MEME
 100.5	0	15
 101.5	0	11
 102.5	0	18
 103.5	2	19
 104.5	0	14
 105.5	0	9
 106.5	0	13
 107.5	0	12
 108.5	0	18.5
 109.5	1	21
 110.5	1	9
 111.5	0	6
 112.5	1	13
 113.5	0	18
 114.5	0	14
 115.5	0	17
 116.5	0	17
 117.5	1	17
 118.5	0	14
 119.5	0	8
 120.5	1	18
 121.5	0	10
 122.5	1	14.5
 123.5	0	16
 124.5	0	13
 125.5	0	14.5
 126.5	1	7
 127.5	0	12
 128.5	0	10
 129.5	1	12
 130.5	0	11
 131.5	0	14
 132.5	0	18
 133.5	0	8
 134.5	0	12.5
 135.5	1	13
 136.5	0	9
 137.5	0	16
 138.5	0	11
 139.5	0	11.5
 140.5	0	7
 141.5	1	15
 142.5	0	14
 143.5	0	19
 144.5	0	13
 145.5	0	11
 146.5	0	14.5
 147.5	0	9
 148.5	1	17.5
 149.5	1	12
 150.5	0	19
 151.5	1	9
 152.5	1	14.5
 153.5	0	15.5
 154.5	2	13
 155.5	0	8
 156.5	1	18
 157.5	0	14
 158.5	0	7
 159.5	1	10
 160.5	1	10
 161.5	0	18
 162.5	1	14
 163.5	1	11
 164.5	0	19
 165.5	0	12
 166.5	0	14
 167.5	0	13
 168.5	0	16
 169.5	2	11
 170.5	0	9
 171.5	1	12
 172.5	0	7
 173.5	0	20
 174.5	0	15
 175.5	1	17.5
 176.5	0	11
 177.5	0	16
 178.5	0	11
 179.5	0	11
 180.5	0	14
 181.5	0	16
 182.5	0	18
 183.5	0	12
 184.5	0	10
 185.5	0	8
 186.5	0	6
 187.5	0	13
 188.5	1	14
 189.5	0	10
 190.5	0	14
 191.5	1	14
 192.5	0	14
 193.5	0	17
 194.5	2	13
 195.5	0	18
 196.5	0	18
 197.5	0	12
 198.5	1	15
 199.5	0	19
 200.5	0	13
 201.5	0	12
 202.5	0	11
 203.5	0	8
 204.5	0	8
 205.5	0	17
 206.5	0	12
 207.5	0	14
 208.5	2	16
 209.5	0	17
 210.5	0	10.5
 211.5	0	10
 212.5	0	14
 213.5	0	13
 214.5	1	16
 215.5	0	18
 216.5	0	9
 217.5	0	11
 218.5	0	12
 219.5	0	14
 220.5	0	16
 221.5	0	17
 222.5	0	16
 223.5	0	16
 224.5	0	10
 225.5	0	14.5
 226.5	0	18
 227.5	0	6
 228.5	1	12
 229.5	0	11
 230.5	0	17
 231.5	0	12
 232.5	0	11
 233.5	0	10
 234.5	0	16
 235.5	0	20
 236.5	0	17
 237.5	0	18
 238.5	1	13
 239.5	1	14
DB 0 MOTIF	2	MEME
-235.0	0	0
-234.0	0	0
-233.0	0	0
-232.0	0	0
-231.0	0	0
-230.0	0	0
-229.0	0	0
-228.0	0	0
-227.0	0	0
-226.0	0	0
-225.0	0	0
-224.0	0	0
-223.0	0	0
-222.0	0	0
-221.0	0	0.333333
-220.0	0	0
-219.0	0	0
-218.0	0	0
-217.0	0	0
-216.0	0	1
-215.0	0	0
-214.0	0	0
-213.0	0	0
-212.0	0	0
-211.0	0	0
-210.0	0	0
-209.0	0	0
-208.0	0	0
-207.0	0	0
-206.0	0	0
-205.0	0	0
-204.0	0	0
-203.0	0	0
-202.0	0	0
-201.0	0	0
-200.0	0	0
-199.0	0	0
-198.0	0	0
-197.0	0	0
-196.0	0	0
-195.0	0	0
-194.0	0	0
-193.0	0	0
-192.0	0	0
-191.0	0	0
-190.0	0	0
-189.0	0	0
-188.0	0	0
-187.0	0	0
-186.0	0	0
-185.0	0	0
-184.0	0	0
-183.0	0	0
-182.0	0	0
-181.0	0	0
-180.0	0	0
-179.0	0	0
-178.0	0	0
-177.0	0	0
-176.0	0	0
-175.0	0.333333	0
-174.0	0	0
-173.0	0	0
-172.0	0	0
-171.0	0	0
-170.0	0	0
-169.0	0	0
-168.0	0	0
-167.0	0	0
-166.0	0	0
-165.0	0	0
-164.0	0	0
-163.0	0	0
-162.0	0	0
-161.0	0	0
-160.0	0	0
-159.0	0	0
-158.0	0	0
-157.0	0	1
-156.0	0	0
-155.0	0	0
-154.0	0	0
-153.0	0	0
-152.0	0	0
-151.0	0	0
-150.0	0	0
-149.0	0	0
-148.0	0	1
-147.0	0	0
-146.0	0	0
-145.0	0	0
-144.0	0	0
-143.0	0	0
-142.0	0	1
-141.0	1	0
-140.0	0	0
-139.0	0	0
-138.0	0	0
-137.0	0	0
-136.0	0	0
-135.0	0	0
-134.0	0	0
-133.0	0	0
-132.0	0	0
-131.0	0	0
-130.0	0	0
-129.0	0	0
-128.0	0	0
-127.0	0	0
-126.0	0	0
-125.0	0.333333	0
-124.0	0	0
-123.0	0	0
-122.0	0	1
-121.0	0	0
-120.0	0	0
-119.0	0	0
-118.0	0	0
-117.0	0	0
-116.0	0	0
-115.0	0	1
-114.0	0	0
-113.0	0	0
-112.0	0	0
-111.0	0	0
-110.0	0	0.333333
-109.0	0	0
-108.0	0	0
-107.0	0	0
-106.0	0	0
-105.0	0	1
-104.0	0	0
-103.0	0	1
-102.0	0	0
-101.0	0	0
-100.0	0	0
 -99.0	0	0
 -98.0	0	0
 -97.0	0	0
 -96.0	0	0
 -95.0	0	0
 -94.0	0	0
 -93.0	0	0
 -92.0	0	0
 -91.0	0	0
 -90.0	0	0
 -89.0	0	0
 -88.0	0	0
 -87.0	0	0
 -86.0	0	0
 -85.0	0	0
 -84.0	1	0
 -83.0	0	0
 -82.0	1	0
 -81.0	1	0
 -80.0	0	0
 -79.0	0	0
 -78.0	0	0
 -77.0	0	0
 -76.0	0	0
 -75.0	0	0
 -74.0	0	0
 -73.0	0	0
 -72.0	1	0
 -71.0	0	0
 -70.0	0	0
 -69.0	0	1
 -68.0	0	0
 -67.0	0	1
 -66.0	0	0
 -65.0	0	0
 -64.0	0.333333	0
 -63.0	0	0
 -62.0	0	1
 -61.0	0	0
 -60.0	0	0
 -59.0	1	0
 -58.0	0	0
 -57.0	1	0
 -56.0	0	0
 -55.0	0	1
 -54.0	0	0
 -53.0	0	0
 -52.0	0	0
 -51.0	0	0.333333
 -50.0	0.333333	0
 -49.0	0	0
 -48.0	1	0
 -47.0	0	0
 -46.0	0	0
 -45.0	0	0
 -44.0	0	0
 -43.0	0	0
 -42.0	0	1
 -41.0	0	0
 -40.0	0	0
 -39.0	0	0
 -38.0	0	0
 -37.0	0	0
 -36.0	0	0.333333
 -35.0	0	0
 -34.0	3	0
 -33.0	0	0
 -32.0	0	0
 -31.0	0	0
 -30.0	0	1
 -29.0	1	0
 -28.0	0	0
 -27.0	0	0
 -26.0	1	0
 -25.0	0	0
 -24.0	1	0
 -23.0	0	0
 -22.0	0	0
 -21.0	0	0
 -20.0	0	0
 -19.0	0	0
 -18.0	0	0
 -17.0	0	0
 -16.0	0	1
 -15.0	0	1
 -14.0	0.333333	0
 -13.0	0	0
 -12.0	0	0
 -11.0	0	0
 -10.0	0	0
  -9.0	0	0
  -8.0	0	0
  -7.0	0	0
  -6.0	0	0
  -5.0	0	0
  -4.0	0	0
  -3.0	0	0
  -2.0	1	0
  -1.0	0	0
   0.0	0	0
   1.0	0	0
   2.0	0	0
   3.0	1	0.333333
   4.0	0	0
   5.0	0	0
   6.0	0	0
   7.0	0	0
   8.0	0	0
   9.0	0	0
  10.0	0	0
  11.0	0	0
  12.0	0	0
  13.0	0	0
  14.0	0	0
  15.0	0	0
  16.0	0	0
  17.0	0	0
  18.0	1	0
  19.0	0	1
  20.0	0	1
  21.0	1	0
  22.0	0	0
  23.0	0	0
  24.0	0	0
  25.0	0.5	0
  26.0	0	0
  27.0	2	0
  28.0	1	0
  29.0	0	1
  30.0	0	0
  31.0	1	0
  32.0	0	0
  33.0	0	0
  34.0	0	0
  35.0	0	0
  36.0	0	0
  37.0	0	1
  38.0	1	0
  39.0	0	0
  40.0	1	0
  41.0	0	0
  42.0	0	0
  43.0	0	0
  44.0	0	0
  45.0	0	0
  46.0	0	0
  47.0	0	0
  48.0	0	0
  49.0	0.333333	0
  50.0	0	0
  51.0	0	0
  52.0	0	0
  53.0	0	0
  54.0	0	0
  55.0	0	0
  56.0	1	0
  57.0	0	0
  58.0	1	0
  59.0	0	0
  60.0	0	0.333333
  61.0	0.333333	0
  62.0	0	0
  63.0	0	0
  64.0	0	0
  65.0	0	0
  66.0	1	0
  67.0	0	0
  68.0	0	1
  69.0	0	0
  70.0	0	0
  71.0	0	0
  72.0	1	0
  73.0	0	0
  74.0	0	1
  75.0	0	0.333333
  76.0	0	0
  77.0	0	0
  78.0	1	0
  79.0	0	0
  80.0	0	0
  81.0	0	1
  82.0	0	0
  83.0	1	0
  84.0	0	0
  85.0	0	0
  86.0	0	0
  87.0	0	0
  88.0	0	0
  89.0	0	0
  90.0	0	0
  91.0	0	0
  92.0	0	0
  93.0	0	0
  94.0	0	0
  95.0	0	0
  96.0	0	0
  97.0	0	0
  98.0	0	0
  99.0	0.333333	0
 100.0	0	0
 101.0	0	0
 102.0	0	0
 103.0	0	0
 104.0	0	0
 105.0	0	0
 106.0	0	0
 107.0	0	0
 108.0	0	0
 109.0	0	0
 110.0	0	0
 111.0	0	1
 112.0	0	0
 113.0	0	0
 114.0	0	0
 115.0	0	0
 116.0	0	0
 117.0	0	0
 118.0	0	0
 119.0	0	0
 120.0	0	0
 121.0	0	0
 122.0	1	0
 123.0	0	0
 124.0	0	0
 125.0	0	0
 126.0	0	0
 127.0	0	0
 128.0	0	0
 129.0	0	1
 130.0	0	0
 131.0	0	0
 132.0	0	0
 133.0	0	0
 134.0	0	0
 135.0	0	0
 136.0	0.5	1
 137.0	0	0
 138.0	0	0
 139.0	0	0
 140.0	0	0
 141.0	0	0
 142.0	0	0
 143.0	0	0
 144.0	0	1
 145.0	0	0
 146.0	0	0
 147.0	0	0
 148.0	0	0
 149.0	0	0
 150.0	0	0
 151.0	0	0
 152.0	0	0
 153.0	0	0
 154.0	0	0
 155.0	0	0
 156.0	0	0
 157.0	0	0
 158.0	0	0
 159.0	0	0
 160.0	0	0
 161.0	0	0
 162.0	1	0
 163.0	0	0
 164.0	0	0
 165.0	0	1
 166.0	0	0
 167.0	0	0
 168.0	0	0
 169.0	0	0
 170.0	0	0
 171.0	0	0
 172.0	0	0
 173.0	0	0.333333
 174.0	0.333333	0
 175.0	0	0
 176.0	0	0
 177.0	0	0
 178.0	0	0
 179.0	0	0
 180.0	0	0
 181.0	1	0
 182.0	0	0
 183.0	0	0
 184.0	0	0
 185.0	0	0
 186.0	0	0
 187.0	0	0
 188.0	0	0.333333
 189.0	0	0
 190.0	0	1
 191.0	0	0
 192.0	0	0
 193.0	0	1
 194.0	0	0
 195.0	0	0
 196.0	0	0
 197.0	0	0
 198.0	0	0
 199.0	0	0
 200.0	0	0
 201.0	0	0
 202.0	0	0
 203.0	0	0
 204.0	0	0
 205.0	0	0
 206.0	0	0
 207.0	0	0
 208.0	0	0
 209.0	0	0
 210.0	0	0
 211.0	0	0
 212.0	0	0
 213.0	0	0
 214.0	0	0
 215.0	0	0
 216.0	1	1
 217.0	0	0
 218.0	0	0
 219.0	0	0
 220.0	0	0
 221.0	0	0
 222.0	0	0
 223.0	0	0
 224.0	0	0
 225.0	0	0
 226.0	0	0
 227.0	0	0
 228.0	0	0
 229.0	0	0
 230.0	0	0
 231.0	0	0
 232.0	0	0
 233.0	0	0
 234.0	0	0
 235.0	0	0
DB 0 MOTIF	3	MEME
-236.5	0	3
-235.5	0	1
-234.5	0	1
-233.5	1	2
-232.5	0	2
-231.5	0	2
-230.5	0	1
-229.5	0	4
-228.5	0	1
-227.5	0	0
-226.5	0	0
-225.5	0	0
-224.5	0	0
-223.5	0	3
-222.5	0	2
-221.5	0	0
-220.5	0	3
-219.5	0	2
-218.5	0	2
-217.5	0	4
-216.5	0	5
-215.5	0	1
-214.5	0	2
-213.5	0	2
-212.5	0	2
-211.5	0	1
-210.5	0	1
-209.5	0	2
-208.5	0	0
-207.5	0	3
-206.5	0	3
-205.5	0	4
-204.5	0	1
-203.5	0	1
-202.5	0	1
-201.5	0	1
-200.5	0	0
-199.5	1	1
-198.5	0	4
-197.5	0	1
-196.5	0	0
-195.5	0	1
-194.5	0	0
-193.5	0	2
-192.5	0	0
-191.5	0	2
-190.5	0	1
-189.5	0	1
-188.5	0	2
-187.5	0	2
-186.5	0	3
-185.5	0	1
-184.5	0	0
-183.5	0	1
-182.5	0	1
-181.5	0	2
-180.5	0	1
-179.5	0	1
-178.5	0	1
-177.5	0	1
-176.5	0	2
-175.5	0	1
-174.5	0	3
-173.5	0	1
-172.5	0	1
-171.5	0	3
-170.5	0	3
-169.5	0	1
-168.5	0	3
-167.5	0	2
-166.5	0	0
-165.5	0	3
-164.5	0	0
-163.5	0	4
-162.5	0	0
-161.5	0	1
-160.5	0	2
-159.5	0	2
-158.5	0	1
-157.5	0	1
-156.5	0	0
-155.5	0	0
-154.5	0	0
-153.5	0	3
-152.5	0	1
-151.5	0	1
-150.5	1	3
-149.5	0	1
-148.5	0	2
-147.5	0	2
-146.5	0	0
-145.5	0	1
-144.5	0	2
-143.5	0	1
-142.5	0	0
-141.5	0	2
-140.5	0	3
-139.5	1	1
-138.5	1	2
-137.5	0	5
-136.5	0	0
-135.5	0	2
-134.5	0	0
-133.5	0	0
-132.5	0	0
-131.5	0	1
-130.5	1	0
-129.5	0	0
-128.5	0	1
-127.5	0	2
-126.5	0	4
-125.5	0	4
-124.5	0	1
-123.5	0	0
-122.5	0	2
-121.5	0	0
-120.5	0	2
-119.5	0	2
-118.5	0	1
-117.5	1	0
-116.5	0	0
-115.5	0	0
-114.5	0	3
-113.5	1	0
-112.5	0	2
-111.5	0	1
-110.5	1	3
-109.5	0	1
-108.5	0	0
-107.5	0	2
-106.5	0	2
-105.5	0	0
-104.5	0	2
-103.5	0	2
-102.5	0	0
-101.5	0	1
-100.5	1	0
 -99.5	0	0
 -98.5	0	1
 -97.5	1	1
 -96.5	0	2
 -95.5	0	2
 -94.5	0	3
 -93.5	0	2
 -92.5	1	2
 -91.5	0	3
 -90.5	0	2
 -89.5	0	1
 -88.5	0	1
 -87.5	0	3
 -86.5	0	3
 -85.5	0	0
 -84.5	0	2
 -83.5	0	0
 -82.5	0	0
 -81.5	0	3
 -80.5	0	1
 -79.5	0	1
 -78.5	0	5
 -77.5	0	0
 -76.5	0	0
 -75.5	0	1
 -74.5	0	1
 -73.5	0	1
 -72.5	1	1
 -71.5	0	0
 -70.5	0	2
 -69.5	0	1
 -68.5	0	1
 -67.5	0	0
 -66.5	0	0
 -65.5	0	1
 -64.5	0	3
 -63.5	0	0
 -62.5	0	1
 -61.5	0	1
 -60.5	0	1
 -59.5	0	2
 -58.5	1	0
 -57.5	0	3
 -56.5	0	4
 -55.5	0	2
 -54.5	0	3
 -53.5	0	3
 -52.5	0	3
 -51.5	0	4
 -50.5	0	1
 -49.5	0	0
 -48.5	0	1
 -47.5	0	1
 -46.5	0	0
 -45.5	1	2
 -44.5	0	0
 -43.5	0	2
 -42.5	1	4
 -41.5	0	2
 -40.5	0	3
 -39.5	0	2
 -38.5	0	0
 -37.5	0	3
 -36.5	0	0
 -35.5	0	1
 -34.5	0	0
 -33.5	0	3
 -32.5	0	1
 -31.5	0	1
 -30.5	0	2
 -29.5	0	2
 -28.5	0	2
 -27.5	0	3
 -26.5	0	2
 -25.5	1	0
 -24.5	0	1
 -23.5	0	0
 -22.5	0	3
 -21.5	0	0
 -20.5	0	1
 -19.5	0	1
 -18.5	0	5
 -17.5	0	0
 -16.5	0	3
 -15.5	0	1
 -14.5	1	0
 -13.5	0	1
 -12.5	0	1
 -11.5	0	2
 -10.5	1	1
  -9.5	2	1
  -8.5	0	1
  -7.5	0	0
  -6.5	0	2
  -5.5	0	1
  -4.5	0	3
  -3.5	1	3
  -2.5	0	2
  -1.5	0	1
  -0.5	0	1
   0.5	0	2
   1.5	1	0
   2.5	0	1
   3.5	0	1
   4.5	1	1
   5.5	1	5
   6.5	0	0
   7.5	0	1
   8.5	0	6
   9.5	0	0
  10.5	1	0
  11.5	0	0
  12.5	0	1
  13.5	1	0
  14.5	2	1
  15.5	0	1
  16.5	0	0
  17.5	0	2
  18.5	0	1
  19.5	2	0
  20.5	1	2
  21.5	1	3
  22.5	0	3
  23.5	3	1
  24.5	1	2
  25.5	0	5
  26.5	0	0
  27.5	0	5
  28.5	0	2
  29.5	0	4
  30.5	0	3
  31.5	0	2
  32.5	1	1
  33.5	1	1
  34.5	1	2
  35.5	1	1
  36.5	1	2
  37.5	0	2
  38.5	0	2
  39.5	1	1
  40.5	0	3
  41.5	0	0
  42.5	0	2
  43.5	0	2
  44.5	1	2
  45.5	0	1
  46.5	0	3
  47.5	0	1
  48.5	0	1
  49.5	0	0
  50.5	0	3
  51.5	0	0
  52.5	0	2
  53.5	0	0
  54.5	0	1
  55.5	0	1
  56.5	0	3
  57.5	0	2
  58.5	0	0
  59.5	0	2
  60.5	0	2
  61.5	0	1
  62.5	0	1
  63.5	0	2
  64.5	0	0
  65.5	0	2
  66.5	0	1
  67.5	0	2
  68.5	0	2
  69.5	1	2
  70.5	0	1
  71.5	0	1
  72.5	0	0
  73.5	0	3
  74.5	0	1
  75.5	0	4
  76.5	0	0
  77.5	0	1
  78.5	0	0
  79.5	0	2
  80.5	1	1
  81.5	0	0
  82.5	1	5
  83.5	0	1
  84.5	0	2
  85.5	0	1
  86.5	0	2
  87.5	0	1
  88.5	0	1
  89.5	0	3
  90.5	0	1
  91.5	0	4
  92.5	0	1
  93.5	1	2
  94.5	1	4
  95.5	0	1
  96.5	0	3
  97.5	0	1
  98.5	0	3
  99.5	0	2
 100.5	0	0
 101.5	0	1
 102.5	0	0
 103.5	2	0
 104.5	1	0
 105.5	0	2
 106.5	0	1
 107.5	0	1
 108.5	0	0
 109.5	0	1
 110.5	0	1
 111.5	0	0
 112.5	0	2
 113.5	0	2
 114.5	0	2
 115.5	0	2
 116.5	0	3
 117.5	0	0
 118.5	0	3
 119.5	0	2
 120.5	0	0
 121.5	0	1
 122.5	0	2
 123.5	1	0
 124.5	0	2
 125.5	0	1
 126.5	0	5
 127.5	0	1
 128.5	0	0
 129.5	1	1
 130.5	0	4
 131.5	0	3
 132.5	0	2
 133.5	0	3
 134.5	0	2
 135.5	0	7
 136.5	0	1
 137.5	0	2
 138.5	0	2
 139.5	0	2
 140.5	0	4
 141.5	0	0
 142.5	0	1
 143.5	0	1
 144.5	0	5
 145.5	1	4
 146.5	0	0
 147.5	0	1
 148.5	0	4
 149.5	0	1
 150.5	0	1
 151.5	0	1
 152.5	0	3
 153.5	0	0
 154.5	0	1
 155.5	0	1
 156.5	1	0
 157.5	0	2
 158.5	0	1
 159.5	0	0
 160.5	0	0
 161.5	0	2
 162.5	0	3
 163.5	0	0
 164.5	0	1
 165.5	0	0
 166.5	0	2
 167.5	0	2
 168.5	0	2
 169.5	0	2
 170.5	0	1
 171.5	0	3
 172.5	0	2
 173.5	0	1
 174.5	0	4
 175.5	0	2
 176.5	1	3
 177.5	0	2
 178.5	0	0
 179.5	0	1
 180.5	0	2
 181.5	0	0
 182.5	0	3
 183.5	0	1
 184.5	0	1
 185.5	0	0
 186.5	0	2
 187.5	0	3
 188.5	0	0
 189.5	0	4
 190.5	0	1
 191.5	0	1
 192.5	0	1
 193.5	0	1
 194.5	0	4
 195.5	0	0
 196.5	0	0
 197.5	0	2
 198.5	1	1
 199.5	0	1
 200.5	0	0
 201.5	0	1
 202.5	0	2
 203.5	0	0
 204.5	0	1
 205.5	0	3
 206.5	0	1
 207.5	0	0
 208.5	0	0
 209.5	0	0
 210.5	0	3
 211.5	0	0
 212.5	0	0
 213.5	0	4
 214.5	0	0
 215.5	1	0
 216.5	0	2
 217.5	0	3
 218.5	0	1
 219.5	1	1
 220.5	0	0
 221.5	0	1
 222.5	0	0
 223.5	0	2
 224.5	0	4
 225.5	0	3
 226.5	0	1
 227.5	0	0
 228.5	0	1
 229.5	0	1
 230.5	0	2
 231.5	0	0
 232.5	0	4
 233.5	0	2
 234.5	0	1
 235.5	0	2
 236.5	0	0
DB 1 MOTIF	HWTW	DREME
-248.0	0	22.4583
-247.0	0	7.33333
-246.0	1	14.25
-245.0	0	9.66667
-244.0	0	13.9167
-243.0	1	14.5833
-242.0	0	10.0833
-241.0	0	10.25
-240.0	0	9.16667
-239.0	0	6.83333
-238.0	1	12.1667
-237.0	0	7.66667
-236.0	1.5	8.33333
-235.0	0	8.66667
-234.0	0	11.6667
-233.0	2	6.33333
-232.0	1	12.1667
-231.0	0	19.5
-230.0	0	14.8333
-229.0	0	11.8333
-228.0	0	11
-227.0	0	13.6667
-226.0	0	12.0833
-225.0	0	14.5833
-224.0	0	11
-223.0	1.25	7.5
-222.0	0	3
-221.0	0	5.83333
-220.0	0.666667	12.1667
-219.0	0.333333	11.8333
-218.0	1	11.25
-217.0	1	10
-216.0	0	4
-215.0	1	7.66667
-214.0	1	4.5
-213.0	0	7.16667
-212.0	0	8.16667
-211.0	0.333333	7.83333
-210.0	0	9.83333
-209.0	1.5	10.3333
-208.0	0.5	13.3333
-207.0	1	10.8333
-206.0	0	8.33333
-205.0	0	10.1667
-204.0	0.25	11
-203.0	0	8.33333
-202.0	0	2.5
-201.0	0	5.5
-200.0	0.5	6.83333
-199.0	0.333333	18
-198.0	0.25	8.5
-197.0	0	10
-196.0	0	7.03333
-195.0	0	12.8333
-194.0	0	14.8333
